energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,uri,name,artist
0.596,0.303,171.248,0.0933,0.64,3.02e-05,4,0.308,6,298733,-8.644,0.285,1,spotify:track:3lbuOT4kwYsLtFehtQbsDA,FALLEN Part 2,Jaden
0.504,0.0891,168.057,0.0813,0.437,0.0,3,0.572,9,200704,-6.673,0.485,0,spotify:track:7Lq9dx7vkMAvVNR4VJ72i3,Tarantino,Eva Ruiz
0.681,0.298,124.914,0.0477,0.159,1.49e-06,4,0.543,1,123080,-7.876,0.154,0,spotify:track:7lndZZ3IUNVPPYWI04jOaB,TBH,PARTYNEXTDOOR
0.461,0.153,95.278,0.337,0.228,0.0,4,0.501,11,253311,-10.381,0.257,0,spotify:track:1f53Xa0KL3Fw1gEnuHnprI,En Bajo Perfil,Cruz Cafuné
0.439,0.326,149.314,0.0314,0.06,5.62e-06,4,0.412,11,164800,-8.321,0.0817,0,spotify:track:19DTokwltgYQh2gSdQGcnu,Sangre,Abhir Hathi
0.158,0.0825,91.04,0.245,0.399,3.83e-05,4,0.77,11,233431,-14.57,0.256,0,spotify:track:1TNDqqnd5LJxpfPdyVnSj0,922 & Heartbreak,Cruz Cafuné
0.475,0.11,179.919,0.0961,0.493,0.000236,4,0.335,6,208000,-7.946,0.0683,0,spotify:track:4cieRtd3nCxideC8lesgis,Fill The Void (feat. Amir Obè & Daniel Caesar),Stwo
0.369,0.289,169.943,0.0489,0.147,0.0496,4,0.683,4,164685,-10.165,0.168,0,spotify:track:2snfw3QUYuDIIONGT1oXGC,Ctrl + Z,Abhir Hathi
0.515,0.122,89.062,0.184,0.0934,3.1e-06,5,0.444,10,289293,-7.249,0.229,0,spotify:track:2gxMB9jJ8LiXoaxTP6iZia,Close To You,Dreezy
0.281,0.215,74.996,0.184,0.873,0.00335,4,0.679,3,236704,-15.506,0.234,0,spotify:track:2CzUlaKN1mvb0szagSR3ux,Fuck The World (Summer in London),Brent Faiyaz
0.235,0.107,99.906,0.0541,0.618,0.000144,4,0.69,7,320400,-8.651,0.378,1,spotify:track:7cTrekacPXjNTQuEJGN4Ee,Jungle,Drake
0.227,0.228,138.388,0.0748,0.91,8.84e-06,4,0.556,11,177796,-13.149,0.394,1,spotify:track:2r3W5VKpa07a52vvytL65Z,Too Much,Sampha
0.277,0.0754,163.987,0.326,0.0408,0.000339,4,0.781,8,204841,-9.35,0.302,1,spotify:track:7LaI3mRTJu66r9HKdv7iBx,Gang Over Luv,Brent Faiyaz
0.315,0.0766,61.381,0.0781,0.389,1.68e-05,4,0.581,5,246088,-11.947,0.185,0,spotify:track:6rJmWa5DvQ3Nby3tdcX2L0,East Atlanta Love Letter (feat. Future),6LACK
0.394,0.0859,117.489,0.065,0.711,0.000905,3,0.689,2,212992,-10.102,0.382,0,spotify:track:5NijSs5dAwaIybq1GaRTIe,Poison,Brent Faiyaz
0.403,0.109,82.023,0.128,0.614,0.000135,4,0.752,6,156585,-7.876,0.384,0,spotify:track:41PAAuFLXi4vC1mWLslzGe,Some Nights,SAINt JHN
0.325,0.0853,73.967,0.0719,0.319,3.43e-05,4,0.735,8,136216,-9.881,0.457,0,spotify:track:5gWXC6PGMO2HdW9HfFblSO,Si No Estoy,Dawaira
0.473,0.13,143.614,0.0519,0.575,2.88e-05,3,0.385,8,291098,-8.656,0.0575,0,spotify:track:2jGjNCH6Op0BqBHPc4Rd8d,Lovely,Brent Faiyaz
0.698,0.0613,72.417,0.0987,0.0759,0.000131,4,0.546,0,234759,-4.678,0.616,1,spotify:track:0S8mtofOXVslUNzpHLuPW0,Brown,Kyle Dion
0.659,0.106,105.981,0.0472,0.0158,0.0196,4,0.607,7,377893,-9.126,0.102,0,spotify:track:0qfuBPT5nKEEkXhatOfsyY,Too Bad I Have To Destroy You Now,Kid Cudi
0.442,0.0686,127.945,0.402,0.0782,0.00365,4,0.734,2,264204,-12.994,0.0906,0,spotify:track:3Oxf5o3QxGwrKOS0JZHm6y,Faded (Lido Remix),ZHU
0.243,0.264,183.948,0.103,0.284,0.149,4,0.616,9,200223,-13.975,0.56,1,spotify:track:52XfimpS48RyIqK8PMsCD8,Too Deep,dvsn
0.485,0.0782,110.014,0.0396,0.532,1.55e-06,4,0.708,6,254627,-7.344,0.255,0,spotify:track:5gUmgFwjYTGM43iNfjWMwp,את,Atar Mayner
0.268,0.089,79.681,0.082,0.692,0.0406,4,0.538,11,198912,-10.783,0.224,0,spotify:track:1xD8hBK99rAPgcwjWWnxwf,Lost Tonight,Saje
0.427,0.155,139.545,0.0718,0.222,0.00016,4,0.509,1,335162,-9.905,0.324,1,spotify:track:29oNUEDg9SddvZI7VD2JTV,No Measure,Dutch
0.537,0.0971,127.879,0.0397,0.0648,0.845,4,0.439,6,217548,-7.943,0.172,0,spotify:track:7MkT8NjCn8Mf5VsL7YA5Ar,Do We,Fwdslxsh
0.54,0.156,92.871,0.0336,0.0116,0.0,4,0.515,5,192907,-7.855,0.121,0,spotify:track:22B3g2WSeEFcIH6ieZ0SKz,Moi,Lolo Zouaï
0.553,0.104,141.25,0.0707,0.0246,0.00388,4,0.711,6,253208,-11.373,0.414,1,spotify:track:7x6MytU85DYVRCyMPEcesg,Fool (Prod. Nehzuil),Milan Ring
0.355,0.0843,108.98,0.143,0.297,1.6e-05,4,0.658,0,277973,-8.766,0.267,1,spotify:track:4bW1EAnsS22bviZ0ijkhwN,Open Up,Gallant
0.361,0.658,94.077,0.0559,0.0234,0.00316,4,0.299,8,187660,-13.639,0.0563,1,spotify:track:6lOPkXlwXL3FDta0fO85be,Let Me Love You,GXNXVS
0.413,0.109,119.993,0.0361,0.758,0.00205,5,0.559,8,204000,-9.762,0.239,0,spotify:track:3fjA7gNkAyjXIudLnhAZaM,Above Us,Dpat
0.237,0.0924,107.992,0.0541,0.852,0.637,4,0.703,5,173627,-14.283,0.171,1,spotify:track:6FvjAQqC2L0B3TTANybitI,Drops,Jungle
0.471,0.395,86.248,0.127,0.362,0.872,4,0.36,6,302211,-8.408,0.238,0,spotify:track:629Cjw0fUyZUMkBjnjttDR,Places,Shlohmo
0.445,0.129,139.97,0.184,0.183,0.241,4,0.826,4,192917,-12.237,0.259,1,spotify:track:6BQ9e6pyALFWZub5r55yM1,Drowning In You,Pascäal
0.443,0.12,93.585,0.062,0.219,0.0,4,0.59,6,202257,-7.114,0.404,0,spotify:track:0ioiSJmZfzND4VQpRBcY1q,Sober,CVIRO
0.421,0.065,115.65,0.087,0.659,3.1e-06,4,0.546,5,241627,-5.669,0.443,0,spotify:track:44tDqFYrK86OVaxzLhUbVv,Bad Blood,Nao
0.269,0.0834,99.902,0.0502,0.946,0.00492,4,0.556,5,273693,-12.234,0.173,1,spotify:track:2D369Iv0P8FplOVp5ZMel7,Fall Creek Boys Choir,James Blake
0.291,0.205,89.529,0.108,0.773,0.908,4,0.576,10,253612,-9.919,0.201,0,spotify:track:59tpgfXjTc3QR7mWJj8Wln,jasmine - Demo,Jai Paul
0.561,0.0918,105.0,0.0482,0.0348,8e-06,4,0.701,9,192000,-8.414,0.306,1,spotify:track:7i76pkK51O2dEo0V6VNn7M,Fade Away,TonyTone
0.503,0.116,80.04,0.155,0.0475,0.0,4,0.606,7,228147,-6.678,0.31,0,spotify:track:2qUZliZ9NHUYIAZqRNe6pZ,GOT IT GOOD,KAYTRANADA
0.391,0.115,125.932,0.151,0.676,0.221,4,0.731,2,274424,-12.996,0.153,0,spotify:track:7tEyiD5bogBOCuaT479r74,From the Basement to the Roof,Club cheval
0.56,0.117,128.007,0.219,0.0432,0.749,4,0.892,3,200825,-12.047,0.308,0,spotify:track:4mODNGV9XcvCizbYfEuuG6,I Need You,Milo Mills
0.751,0.0377,119.99,0.0505,0.00406,0.0108,4,0.758,6,338031,-7.024,0.633,1,spotify:track:4XvQce529UT3wXuQxZrHVU,What Do You Want (feat. Meshell Ndegeocello),Miguel Migs
0.764,0.147,126.996,0.0756,0.245,0.00143,4,0.786,4,215644,-7.5,0.613,0,spotify:track:08kVZWMJxBjvoRO5VIr9GO,Mean That Much (feat. MORGAN),Rudimental
0.516,0.0836,116.476,0.0462,0.0022,0.0228,4,0.888,2,335533,-8.763,0.61,0,spotify:track:647rOhjJ5j2XIdWqZNU6KI,Enjoy It Now,Tortured Soul
0.676,0.121,118.003,0.0388,0.716,0.906,4,0.639,10,420919,-16.293,0.523,0,spotify:track:6luwqAS5Iw4grq6r3CT6a9,Midnight in Peckham,Chaos In The CBD
0.506,0.0323,127.099,0.0453,0.0878,1.65e-05,4,0.844,11,238093,-11.082,0.515,0,spotify:track:4FLFm76nwepkcxzqS8PzH4,Moving Too Fast - Radio Edit,Artful Dodger
0.767,0.0685,130.033,0.126,0.131,0.000413,4,0.819,5,197735,-9.83,0.669,1,spotify:track:0X9IjFMHXsNGWvqhLxDa1X,Pour Me Another One - Conducta Remix,Krept & Konan
0.633,0.0725,123.956,0.0484,0.338,0.00291,4,0.819,1,238276,-6.978,0.5,1,spotify:track:78jDZMtebvn4FgOd8NgZRO,Tentaciones,Cruz Cafuné
0.553,0.108,123.984,0.101,0.12,0.167,4,0.874,9,194500,-11.329,0.621,0,spotify:track:3ephDj6oyipEAQqoQk9uZb,Love (Goodbyes Reprise) - Conducta Remix,Jorja Smith
0.662,0.0723,130.037,0.175,0.42,0.0,4,0.71,10,181510,-5.947,0.755,0,spotify:track:1OxL1FWSEd7QmJoWLRP2NO,On My Mind (Jorja Smith X Preditah),Jorja Smith
0.718,0.119,129.946,0.0821,0.0481,1.27e-06,4,0.806,6,193005,-7.419,0.598,0,spotify:track:0EGGa3h5zNpeLN3D5OSxxs,Moonlight,Cruz Cafuné
0.683,0.0817,129.977,0.0562,0.172,0.00126,4,0.753,8,183855,-6.101,0.613,1,spotify:track:7ydJ5dh1XddSlVY6ZeDEGt,What You Did (feat. Ella Mai) - Preditah Remix,Mahalia
0.703,0.112,140.009,0.0495,0.00385,0.851,4,0.763,0,163422,-11.01,0.492,0,spotify:track:1BVK7TVGVzd4hWaBWUuM9M,Love Isn't Made,xxyyxx
0.849,0.116,135.277,0.165,0.463,0.516,4,0.617,1,242427,-10.123,0.521,1,spotify:track:63FmCXIc4lmEq9fNqGkQ57,Archangel,Burial
0.335,0.0586,130.013,0.0796,0.116,0.903,4,0.684,11,259993,-14.764,0.0373,1,spotify:track:7H5AlHvNK6H2KADlv4G9W4,Good Enough,xxyyxx
0.535,0.109,117.948,0.0392,0.426,0.00144,4,0.783,7,220567,-7.194,0.443,0,spotify:track:4J9nnK4ZoNtbNa6YR7F1V5,BRANGELINA,L'haine
0.669,0.0932,119.977,0.0563,0.262,0.0,4,0.714,9,206002,-6.462,0.602,0,spotify:track:2yf710s7TmaJwxAzYIXH7v,Buena y Mala (feat. Negro Bates),Juicy BAE
0.588,0.123,147.928,0.0397,0.198,0.0931,4,0.551,4,227027,-9.16,0.135,0,spotify:track:3FnSlzDaB99UuVOMxHVsZc,DE LA FORMA EN QUE YO QUIERO,L'haine
0.555,0.0963,124.994,0.0508,0.516,0.0,4,0.797,2,204984,-6.913,0.524,0,spotify:track:0KYudNG4ej2ADypkcAo3Bu,Habanera,L'haine
0.679,0.0901,120.016,0.0412,0.213,0.000393,4,0.613,6,248000,-6.76,0.252,0,spotify:track:6xLotkW39y68Nawl5WqcC4,7 Vidas (feat. PMP),L'haine
0.454,0.0919,119.99,0.0519,0.509,0.0198,4,0.448,0,188000,-9.353,0.0838,1,spotify:track:1sKBHiN8EpXIE3tvxNnPQP,Nuréyev,L'haine
0.709,0.121,106.004,0.0347,0.152,0.0639,4,0.739,8,226415,-5.961,0.198,1,spotify:track:3t9Nm4aG74nuYasKMhDYba,huyendO,L'haine
0.638,0.143,139.899,0.0429,0.115,0.0542,4,0.53,11,154286,-6.535,0.266,0,spotify:track:2r0b1BppfXEEbWyXXusgyS,130 Freestyle,L'haine
0.547,0.125,124.99,0.319,0.857,0.000264,4,0.758,8,153601,-15.659,0.539,1,spotify:track:25RKTzlUa9VoIveFvVpmEK,Lobby Boy (feat. Claudio Montana),L'haine
0.623,0.362,119.989,0.115,0.058,2.03e-05,4,0.546,2,212627,-6.779,0.305,1,spotify:track:6rMSVDow1fyk4zkv69vGFA,Si tú quieres/EGUZKILORE,L'haine
0.546,0.0926,150.001,0.112,0.381,0.0,4,0.747,3,222000,-8.902,0.459,0,spotify:track:4OHnjdhzzVHAPuqm5pC04s,Idaho,L'haine
0.601,0.255,128.037,0.0432,0.528,0.000115,4,0.584,0,209208,-6.845,0.048,1,spotify:track:4BFNnUmTLZnYiC8QL9hEB1,sunSHINE,L'haine
0.446,0.108,122.466,0.0528,0.775,0.0274,4,0.722,11,205971,-9.61,0.322,0,spotify:track:6drduAT2HfSNjoPNwuZjE5,Mas Ná,L'haine
0.388,0.0908,103.958,0.0475,0.417,3.23e-06,4,0.707,6,240000,-8.427,0.133,0,spotify:track:4miPq78qgXDBnWtq3G2Rgo,Looooong Lashes,L'haine
0.408,0.252,78.023,0.413,0.902,1.37e-05,4,0.672,2,135385,-13.101,0.256,0,spotify:track:5ClLLXBy38v6Smwt3DYLWE,Mononoke,L'haine
0.621,0.109,99.95,0.0908,0.565,0.00463,4,0.629,5,182400,-5.761,0.302,0,spotify:track:1KhcrUrF5faHnZ7lbsfY2r,Connie Nikas (feat. Natalia Lacunza),L'haine
0.629,0.169,118.087,0.0585,0.308,0.00335,4,0.482,2,215593,-6.244,0.098,1,spotify:track:4ODwLxGZRpVGR4RAJPf0fc,Laberinto de Pasiones,L'haine
0.527,0.139,135.043,0.0505,0.867,0.3,4,0.613,2,143560,-9.986,0.584,0,spotify:track:2upjdts39fUhTdwR4QH1D5,LILO,L'haine
0.309,0.0991,96.417,0.0905,0.893,0.00668,1,0.485,8,124608,-14.688,0.0622,1,spotify:track:3ErzJN8Ed61eOlNvJEZbRO,Giovanni de Luca,Claudio Montana
0.542,0.0786,94.11,0.129,0.251,2.18e-05,4,0.777,5,219557,-6.401,0.369,1,spotify:track:3zoryXhM4CuKPixL8ScLAy,Viridiana,L'haine
0.708,0.119,123.037,0.125,0.897,0.000702,4,0.734,9,187317,-11.736,0.365,0,spotify:track:53uuSR6Cs6ri0aR4BcUBAl,Daniel Johnston,Claudio Montana
0.572,0.104,175.02,0.0769,0.302,0.00107,4,0.658,11,178112,-10.309,0.332,0,spotify:track:3EFGiDWKihGIkMQg4TntjA,ITM4L,L'haine
0.37,0.0963,129.993,0.149,0.0481,0.000392,4,0.811,11,210152,-12.613,0.239,1,spotify:track:6rvbLBnRyKGPpnRK5adE9A,Síntomas,Diego 900
0.383,0.305,129.932,0.143,0.583,0.0,4,0.697,11,198000,-9.528,0.284,0,spotify:track:3HyPXsZhCL1yj5bY9tgI7X,Postre,L'haine
0.629,0.1,117.904,0.0469,0.518,0.00023,4,0.644,11,234407,-8.077,0.106,0,spotify:track:3XRvSdUFvEUH6CGYzXU571,Ikran,L'haine
0.616,0.0943,117.963,0.0471,0.58,0.0,4,0.786,2,168814,-6.869,0.197,1,spotify:track:6ypqACywKcYG3DiqyIzpcc,Lady Di,L'haine
0.466,0.106,129.929,0.0669,0.334,1.27e-05,4,0.817,8,162809,-9.295,0.585,0,spotify:track:5rb0ED6M5pwrezgNt3Kg54,Final Fantasy,L'haine
0.576,0.11,112.476,0.0717,0.125,4.83e-05,3,0.826,9,131200,-6.203,0.423,1,spotify:track:1bLyqRntlR5BTcFvhcQOuO,Malas Lenguas,Juicy BAE
0.621,0.109,99.95,0.0908,0.565,0.00463,4,0.629,5,182400,-5.761,0.302,0,spotify:track:1KhcrUrF5faHnZ7lbsfY2r,Connie Nikas (feat. Natalia Lacunza),L'haine
0.694,0.123,150.065,0.157,0.192,0.0,4,0.737,8,222212,-8.191,0.834,0,spotify:track:2CENf2B66XbCeWMvXVUohG,Ahora No Me Lloren,Nico Miseria
0.555,0.0963,124.994,0.0508,0.516,0.0,4,0.797,2,204984,-6.913,0.524,0,spotify:track:0KYudNG4ej2ADypkcAo3Bu,Habanera,L'haine
0.527,0.139,135.043,0.0505,0.867,0.3,4,0.613,2,143560,-9.986,0.584,0,spotify:track:2upjdts39fUhTdwR4QH1D5,LILO,L'haine
0.456,0.542,124.455,0.0655,0.487,0.0,4,0.511,6,261250,-10.156,0.484,0,spotify:track:163W0k8vaI2yqWMYae7XpZ,Susurrar,Dano
0.514,0.134,139.879,0.0552,0.0935,0.000726,4,0.664,5,180071,-8.404,0.422,1,spotify:track:3gaiS7jY8fUfqvo7CpNaqX,Rodeos,Abhir Hathi
0.51,0.11,196.229,0.402,0.227,0.00921,4,0.732,1,180992,-6.428,0.566,0,spotify:track:2pjoPgjETrC1LQm64aVTGp,Si Tu Kiere,Soto Asa
0.546,0.0926,150.001,0.112,0.381,0.0,4,0.747,3,222000,-8.902,0.459,0,spotify:track:4OHnjdhzzVHAPuqm5pC04s,Idaho,L'haine
0.598,0.136,95.996,0.163,0.0982,1.13e-05,4,0.852,8,196500,-6.637,0.429,0,spotify:track:2l3lnbVgoal5DDx0gBALpl,RELIGION,Yung Beef
0.802,0.17,159.965,0.0478,0.0142,2.14e-05,4,0.615,7,162427,-5.937,0.903,1,spotify:track:4gGXHM6ChwKR6JqEn7Calb,LA VIDA QUE ELEGÍ,María Escarmiento
0.372,0.095,105.001,0.0434,0.0551,3.58e-06,4,0.69,9,174815,-10.81,0.594,0,spotify:track:1kWxCgPnBzvqQm5U2L2I6v,No Quiero Ser Un Cantante,Sen Senra
0.592,0.106,121.125,0.349,0.24,0.0,4,0.883,4,183144,-9.106,0.758,0,spotify:track:1oCQpf7RODB2qeS4ceyqld,VISIÓN TÚNEL,Cruz Cafuné
0.558,0.26,121.915,0.0641,0.409,0.0,4,0.515,1,157750,-6.925,0.518,0,spotify:track:4UEDuwc0x4pvhs4V6RkMJ5,Powerade,Jay Cas
0.629,0.169,118.087,0.0585,0.308,0.00335,4,0.482,2,215593,-6.244,0.098,1,spotify:track:4ODwLxGZRpVGR4RAJPf0fc,Laberinto de Pasiones,L'haine
0.402,0.0934,139.998,0.0324,0.442,0.00648,4,0.537,9,187413,-10.606,0.0684,1,spotify:track:3GZN3X7ssWSBxx1FGQlZrk,PREFIERO,María Escarmiento
0.43,0.127,90.037,0.253,0.354,1.86e-06,4,0.76,5,181333,-7.893,0.334,1,spotify:track:6NZ9JUnikSkEhqDIeQxI7G,Pastillitas,Yung Beef
0.74,0.0977,94.681,0.152,0.245,1.12e-06,4,0.605,6,127060,-6.798,0.415,1,spotify:track:4j1EYNpsQAG34DSZgaCcoW,Homenaje,Gloosito
0.587,0.192,85.01,0.0901,0.46,0.0,4,0.639,0,199017,-9.874,0.307,1,spotify:track:7b4bQpUrsrrdxlBzNP8ddo,Mi Modo de Vida,Fran Laoren
0.454,0.0919,119.99,0.0519,0.509,0.0198,4,0.448,0,188000,-9.353,0.0838,1,spotify:track:1sKBHiN8EpXIE3tvxNnPQP,Nuréyev,L'haine
0.709,0.121,106.004,0.0347,0.152,0.0639,4,0.739,8,226415,-5.961,0.198,1,spotify:track:3t9Nm4aG74nuYasKMhDYba,huyendO,L'haine
0.493,0.102,120.045,0.054,0.571,0.00107,4,0.787,0,166052,-9.378,0.55,1,spotify:track:7zxw2muWhobnpwEdABBO83,Hugo Gloss,D3llano
0.806,0.225,120.009,0.0295,0.102,0.000671,4,0.602,2,164000,-7.88,0.378,1,spotify:track:24bjhzIOvZCdjY8zP5h32n,Cuánto Tiempo Llevas Huyendo,Ultralágrima
0.625,0.0968,91.954,0.047,0.215,0.0,4,0.75,5,184277,-6.97,0.679,0,spotify:track:1ZkIxbmM3ZUhn2OayBdwe5,Tuenti - Remix,Raul Clyde
0.844,0.103,97.037,0.0471,0.319,1.18e-06,4,0.73,7,246600,-2.871,0.399,1,spotify:track:2i1lLSfz4rmQiYyDBvOWkW,1000CANCIONES,Alvaro Diaz
0.503,0.14,143.907,0.0384,0.552,0.00385,4,0.46,9,179234,-8.502,0.197,0,spotify:track:53VNjAUpBJX7UJSjW5jjOm,ROOKIES,Ralphie Choo
0.638,0.143,139.899,0.0429,0.115,0.0542,4,0.53,11,154286,-6.535,0.266,0,spotify:track:2r0b1BppfXEEbWyXXusgyS,130 Freestyle,L'haine
0.466,0.103,122.053,0.109,0.761,0.409,4,0.757,11,218361,-11.232,0.717,0,spotify:track:1wXeMZqegwYZ2zWtrwvXab,Dolores,rusowsky
0.21,0.0889,100.107,0.0453,0.784,0.0,4,0.692,1,263454,-15.89,0.106,0,spotify:track:5eLGDXM9xbCOhSCZcqSXzg,Oda a la Obsesión,El Virtual
0.487,0.539,141.968,0.0773,0.469,4.81e-05,4,0.695,5,260299,-12.372,0.52,1,spotify:track:42AlO0Yo7WQvOqjd6SCRoq,"Me Gustas, Es Broma, Pero Si Tu Quieres No Es Broma",Nico Miseria
0.816,0.102,125.002,0.0486,0.0258,0.0,4,0.472,11,147228,-6.187,0.388,0,spotify:track:6unmEPklK3CL30VcSRf2Cv,I DONT FUCK W COCAINE,Albany
0.697,0.134,144.932,0.0562,0.409,0.0,4,0.732,8,211862,-6.701,0.533,0,spotify:track:4k7rZ8WcPlQxK42UAjLexY,LIL BABY ALBANY,Albany
0.653,0.378,101.014,0.0421,0.161,0.0438,4,0.704,4,230344,-6.07,0.054,0,spotify:track:4EsgfV5ojEx6bSLmLgSVLf,Quedará en tu piel,Fran Laoren
0.572,0.104,175.02,0.0769,0.302,0.00107,4,0.658,11,178112,-10.309,0.332,0,spotify:track:6zQid7vV5tg4XurRoNxst8,ITM4L,L'haine
0.708,0.119,123.037,0.125,0.897,0.000702,4,0.734,9,187317,-11.736,0.365,0,spotify:track:53uuSR6Cs6ri0aR4BcUBAl,Daniel Johnston,Claudio Montana
0.561,0.147,100.003,0.0641,0.0419,0.00116,4,0.771,4,164457,-7.48,0.248,0,spotify:track:3GxTgdOT8s1ipGlA5Lv3Ij,Agárrate Fuerte,Abhir Hathi
0.141,0.152,138.134,0.0724,0.908,0.0,4,0.498,5,112200,-17.326,0.366,1,spotify:track:3eE2slIDl03bU6VYvnXQZv,Madrid & Dólares,Claudio Montana
0.535,0.118,133.992,0.242,0.138,0.0,4,0.776,1,172836,-8.858,0.687,1,spotify:track:2oGRXdTjTE2rRBQGRNrnk1,Reflejos,Abhir Hathi
0.312,0.348,134.901,0.146,0.864,0.333,4,0.705,1,247333,-13.053,0.315,0,spotify:track:5Y9nY1WYfNimPPU89iRJUR,Santa Cruz,Abhir Hathi
0.257,0.194,93.605,0.261,0.862,0.00759,4,0.548,11,104681,-17.375,0.333,1,spotify:track:7cQvWwWLUaBxVDVdmCGkLk,55 Rayuelas,Claudio Montana
0.602,0.095,112.995,0.0263,0.136,2.6e-06,4,0.777,8,148673,-5.194,0.844,0,spotify:track:1yOGZtvfC4oaWAHWhUeo59,La Forma Q Me Miras,Raul Clyde
0.601,0.255,128.037,0.0432,0.528,0.000115,4,0.584,0,209208,-6.845,0.048,1,spotify:track:4BFNnUmTLZnYiC8QL9hEB1,sunSHINE,L'haine
0.538,0.0786,94.102,0.127,0.251,2.45e-05,4,0.777,5,219557,-6.4,0.365,1,spotify:track:3txvw6zPYQ6bikiwQUl2Wt,Viridiana,L'haine
0.388,0.0908,103.958,0.0475,0.417,3.23e-06,4,0.707,6,240000,-8.427,0.133,0,spotify:track:4miPq78qgXDBnWtq3G2Rgo,Looooong Lashes,L'haine
0.637,0.184,131.976,0.285,0.505,0.0,4,0.82,3,257261,-7.736,0.291,0,spotify:track:0clr3NiseM3XKLuF9KzAJX,Farmacia de Guardia,Fran Laoren
0.694,0.108,159.963,0.0526,0.514,0.0,4,0.571,2,275322,-6.302,0.169,0,spotify:track:0ez1RGP7O1xfi9SeBsGxfZ,Krueger,Jay Cas
0.43,0.0921,175.956,0.139,0.0884,0.0,4,0.643,7,167624,-7.537,0.334,1,spotify:track:5l0Tp4G31az5Q6gADhwQUF,Fiebre Remix,Fran Laoren
0.549,0.113,95.093,0.129,0.451,0.0,4,0.615,0,192000,-5.986,0.149,1,spotify:track:5z2zET7YiZHg3g4qpGbtKR,Keonda,Abhir Hathi
0.214,0.0893,46.616,0.0715,0.905,0.0,4,0.634,0,68733,-14.459,0.231,1,spotify:track:3AncVybdw2UmiT8ulIGScN,86.400,Sen Senra
0.549,0.0897,143.865,0.0544,0.45,0.0,4,0.714,9,205141,-7.372,0.531,1,spotify:track:7aAJKbiGHn6GuDiPVhAiA9,Arena Negra,Choclock
0.679,0.0902,120.024,0.0412,0.221,0.000328,4,0.61,6,248000,-6.76,0.245,0,spotify:track:2yb37MTdkjQuvsN6M1Ee3A,7 Vidas (feat. PMP),L'haine
0.896,0.172,149.883,0.119,0.25,3.82e-06,4,0.549,6,184000,-7.25,0.61,1,spotify:track:3CDGdnri4kiyWKlcl25bYJ,Tofu Delivery,Orslok
0.373,0.119,107.972,0.234,0.592,0.0,4,0.905,5,199949,-11.038,0.749,0,spotify:track:64HBLJQcr4KpIuCT9W72Fq,Lo Pues Intentar,Cruz Cafuné
0.414,0.202,80.003,0.161,0.407,4.28e-05,4,0.743,5,232421,-7.098,0.303,1,spotify:track:04hSD92RjeNcN5MmAOMC9U,Malvasía,Choclock
0.475,0.132,90.02,0.146,0.407,0.000239,4,0.857,8,232206,-7.612,0.508,1,spotify:track:04w1BmVvA8Lxgesldgpyv7,Aguilera,Choclock
0.535,0.109,117.948,0.0392,0.426,0.00144,4,0.783,7,220567,-7.194,0.443,0,spotify:track:4J9nnK4ZoNtbNa6YR7F1V5,BRANGELINA,L'haine
0.446,0.108,122.466,0.0528,0.775,0.0274,4,0.722,11,205971,-9.61,0.322,0,spotify:track:6drduAT2HfSNjoPNwuZjE5,Mas Ná,L'haine
0.766,0.198,149.938,0.0966,0.0308,0.0141,4,0.592,10,157600,-7.038,0.245,0,spotify:track:75AZhUJFpMLNx7mqtfQGyP,Infinite Azure,Rojuu
0.646,0.696,89.999,0.151,0.0881,3.25e-06,4,0.648,2,286804,-7.179,0.439,0,spotify:track:3x4N8cIomNkSmm0WiA8xqQ,Te Enamoraste de un G,Cruz Cafuné
0.676,0.118,127.055,0.0469,0.24,0.0,4,0.766,11,154784,-6.002,0.848,1,spotify:track:3DiecNg6m89gBomw03X1AK,Sharila,DELLAFUENTE
0.649,0.0702,108.035,0.0621,0.715,0.25,4,0.777,2,171111,-9.572,0.539,0,spotify:track:5omgKNwXqmC1qGzn5AnAyf,BULERÍAS DE UN CABALLO MALO,Ralphie Choo
0.458,0.136,91.99,0.0506,0.805,0.93,4,0.545,6,147533,-10.032,0.284,0,spotify:track:0ywEg4HD0NOK51AsYtteaa,lamento de una supernova,Ralphie Choo
0.413,0.105,167.958,0.377,0.111,0.0,3,0.481,9,159029,-10.29,0.49,1,spotify:track:3m074dbYxbEfrPdbCdhnCS,Deporvidas,Cruz Cafuné
0.504,0.123,94.441,0.493,0.341,9.08e-05,3,0.602,5,129196,-9.288,0.669,0,spotify:track:0xAzuY0lzB7dsb8j0nDqCp,No Se Emula,Cruz Cafuné
0.343,0.0759,136.371,0.0887,0.764,0.0,4,0.57,7,90306,-7.235,0.65,1,spotify:track:6CWS3Z2GDOHIHqAtKC1tWN,nos pensaremos a la vez?,vatocholo
0.52,0.0833,169.792,0.11,0.747,0.0,3,0.377,1,132632,-5.255,0.675,0,spotify:track:7rGR1C1xvHzZ4D0wRPnJm5,la del rencoroso,vatocholo
0.531,0.247,111.951,0.439,0.398,0.000159,5,0.614,1,185714,-9.704,0.452,1,spotify:track:4Pm0V4WKdPq1OLMW36CAl3,Rey,Ébano
